annot_exists,annot_path,ct:cell,dataset,image_name,image_path,pct:cell_to_cellclump,exclusion,group
True,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806011622-zp9-0258-0591-01.xml,4.0,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806011622-zp9-0258-0591-01.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806011622-zp9-0258-0591-01.jpeg,,,training
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806012307-z_0-0269-0590-04.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806012307-z_0-0269-0590-04.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806012307-z_0-0269-0590-04.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806012307-zm3-0269-0590-03.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806012307-zm3-0269-0590-03.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806012307-zm3-0269-0590-03.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806012307-zm6-0269-0590-03.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806012307-zm6-0269-0590-03.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806012307-zm6-0269-0590-03.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806012307-zm9-0269-0590-03.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806012307-zm9-0269-0590-03.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806012307-zm9-0269-0590-03.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806012307-zp3-0269-0590-03.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806012307-zp3-0269-0590-03.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806012307-zp3-0269-0590-03.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806012307-zp6-0269-0590-04.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806012307-zp6-0269-0590-04.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806012307-zp6-0269-0590-04.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806012307-zp9-0268-0590-03.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806012307-zp9-0268-0590-03.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806012307-zp9-0268-0590-03.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806021029-z_0-0261-0594-11.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806021029-z_0-0261-0594-11.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806021029-z_0-0261-0594-11.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806021029-zm3-0261-0594-07.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806021029-zm3-0261-0594-07.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806021029-zm3-0261-0594-07.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806021029-zm6-0260-0594-10.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806021029-zm6-0260-0594-10.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806021029-zm6-0260-0594-10.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806021029-zm9-0261-0594-08.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806021029-zm9-0261-0594-08.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806021029-zm9-0261-0594-08.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806021029-zp3-0261-0594-08.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806021029-zp3-0261-0594-08.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806021029-zp3-0261-0594-08.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806021029-zp6-0260-0593-08.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806021029-zp6-0260-0593-08.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806021029-zp6-0260-0593-08.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806021029-zp9-0260-0593-02.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806021029-zp9-0260-0593-02.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806021029-zp9-0260-0593-02.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806021725-z_0-0266-0590-09.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806021725-z_0-0266-0590-09.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806021725-z_0-0266-0590-09.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806021725-zm3-0266-0590-10.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806021725-zm3-0266-0590-10.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806021725-zm3-0266-0590-10.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806021725-zm6-0266-0590-09.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806021725-zm6-0266-0590-09.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806021725-zm6-0266-0590-09.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806021725-zm9-0266-0591-07.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806021725-zm9-0266-0591-07.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806021725-zm9-0266-0591-07.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806021725-zp3-0266-0590-08.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806021725-zp3-0266-0590-08.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806021725-zp3-0266-0590-08.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806021725-zp6-0267-0590-10.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806021725-zp6-0267-0590-10.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806021725-zp6-0267-0590-10.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806021725-zp9-0266-0590-07.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806021725-zp9-0266-0590-07.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806021725-zp9-0266-0590-07.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806031845-z_0-0268-0596-11.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806031845-z_0-0268-0596-11.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806031845-z_0-0268-0596-11.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806031845-zm3-0268-0596-10.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806031845-zm3-0268-0596-10.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806031845-zm3-0268-0596-10.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806031845-zm6-0268-0596-09.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806031845-zm6-0268-0596-09.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806031845-zm6-0268-0596-09.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806031845-zm9-0268-0596-09.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806031845-zm9-0268-0596-09.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806031845-zm9-0268-0596-09.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806031845-zp3-0267-0596-08.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806031845-zp3-0267-0596-08.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806031845-zp3-0267-0596-08.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806031845-zp6-0267-0596-12.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806031845-zp6-0267-0596-12.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806031845-zp6-0267-0596-12.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806031845-zp9-0267-0596-09.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806031845-zp9-0267-0596-09.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806031845-zp9-0267-0596-09.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806040836-z_0-0263-0597-04.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806040836-z_0-0263-0597-04.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806040836-z_0-0263-0597-04.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806040836-zm3-0263-0598-05.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806040836-zm3-0263-0598-05.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806040836-zm3-0263-0598-05.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806040836-zm6-0263-0598-05.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806040836-zm6-0263-0598-05.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806040836-zm6-0263-0598-05.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806040836-zm9-0263-0598-07.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806040836-zm9-0263-0598-07.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806040836-zm9-0263-0598-07.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806040836-zp3-0263-0598-02.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806040836-zp3-0263-0598-02.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806040836-zp3-0263-0598-02.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806040836-zp6-0263-0597-01.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806040836-zp6-0263-0597-01.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806040836-zp6-0263-0597-01.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806040836-zp9-0263-0596-01.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806040836-zp9-0263-0596-01.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806040836-zp9-0263-0596-01.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806041820-z_0-0261-0594-11.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806041820-z_0-0261-0594-11.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806041820-z_0-0261-0594-11.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806041820-zm3-0261-0594-10.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806041820-zm3-0261-0594-10.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806041820-zm3-0261-0594-10.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806041820-zm6-0262-0594-09.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806041820-zm6-0262-0594-09.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806041820-zm6-0262-0594-09.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806041820-zm9-0262-0594-06.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806041820-zm9-0262-0594-06.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806041820-zm9-0262-0594-06.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806041820-zp3-0261-0594-10.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806041820-zp3-0261-0594-10.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806041820-zp3-0261-0594-10.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806041820-zp6-0262-0594-09.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806041820-zp6-0262-0594-09.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806041820-zp6-0262-0594-09.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-05-201806041820-zp9-0261-0594-07.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-05-201806041820-zp9-0261-0594-07.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-05-201806041820-zp9-0261-0594-07.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-06-201805311610-z_0-0265-0601-10.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-06-201805311610-z_0-0265-0601-10.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-06-201805311610-z_0-0265-0601-10.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-06-201805311610-zm3-0265-0601-10.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-06-201805311610-zm3-0265-0601-10.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-06-201805311610-zm3-0265-0601-10.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-06-201805311610-zm6-0265-0601-11.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-06-201805311610-zm6-0265-0601-11.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-06-201805311610-zm6-0265-0601-11.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-06-201805311610-zm9-0265-0601-11.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-06-201805311610-zm9-0265-0601-11.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-06-201805311610-zm9-0265-0601-11.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-06-201805311610-zp3-0265-0601-10.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-06-201805311610-zp3-0265-0601-10.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-06-201805311610-zp3-0265-0601-10.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-06-201805311610-zp6-0265-0601-10.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-06-201805311610-zp6-0265-0601-10.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-06-201805311610-zp6-0265-0601-10.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-06-201805311610-zp9-0265-0601-09.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-06-201805311610-zp9-0265-0601-09.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-06-201805311610-zp9-0265-0601-09.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-06-201805312109-z_0-0268-0606-12.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-06-201805312109-z_0-0268-0606-12.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-06-201805312109-z_0-0268-0606-12.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-06-201805312109-zm3-0268-0606-11.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-06-201805312109-zm3-0268-0606-11.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-06-201805312109-zm3-0268-0606-11.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-06-201805312109-zm6-0268-0606-10.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-06-201805312109-zm6-0268-0606-10.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-06-201805312109-zm6-0268-0606-10.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-06-201805312109-zm9-0268-0606-07.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-06-201805312109-zm9-0268-0606-07.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-06-201805312109-zm9-0268-0606-07.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-06-201805312109-zp3-0268-0606-12.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-06-201805312109-zp3-0268-0606-12.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-06-201805312109-zp3-0268-0606-12.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-06-201805312109-zp6-0267-0605-12.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-06-201805312109-zp6-0267-0605-12.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-06-201805312109-zp6-0267-0605-12.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-06-201805312109-zp9-0267-0605-11.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-06-201805312109-zp9-0267-0605-11.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-06-201805312109-zp9-0267-0605-11.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-06-201806030620-z_0-0268-0603-12.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-06-201806030620-z_0-0268-0603-12.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-06-201806030620-z_0-0268-0603-12.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-06-201806030620-zm3-0268-0603-12.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-06-201806030620-zm3-0268-0603-12.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-06-201806030620-zm3-0268-0603-12.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-06-201806030620-zm6-0268-0603-11.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-06-201806030620-zm6-0268-0603-11.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-06-201806030620-zm6-0268-0603-11.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-06-201806030620-zm9-0268-0603-09.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-06-201806030620-zm9-0268-0603-09.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-06-201806030620-zm9-0268-0603-09.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-06-201806030620-zp3-0268-0602-12.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-06-201806030620-zp3-0268-0602-12.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-06-201806030620-zp3-0268-0602-12.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-06-201806030620-zp6-0268-0603-12.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-06-201806030620-zp6-0268-0603-12.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-06-201806030620-zp6-0268-0603-12.jpeg,,No Annotations,external
False,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-06-201806030620-zp9-0267-0602-12.xml,,dataset03,BF_ST_006_APT_020-NoDrug-02-06-201806030620-zp9-0267-0602-12.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-06-201806030620-zp9-0267-0602-12.jpeg,,No Annotations,external
True,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-08-201805311610-z_0-0265-0854-12.xml,2.0,dataset03,BF_ST_006_APT_020-NoDrug-02-08-201805311610-z_0-0265-0854-12.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-08-201805311610-z_0-0265-0854-12.jpeg,,,training
True,/lab/data/celldom/dataset/dataset03/ApartmentTraining/annotations/BF_ST_006_APT_020-NoDrug-02-08-201805311610-zm3-0265-0855-12.xml,2.0,dataset03,BF_ST_006_APT_020-NoDrug-02-08-201805311610-zm3-0265-0855-12.jpeg,/lab/data/celldom/dataset/dataset03/ApartmentTraining/BF_ST_006_APT_020-NoDrug-02-08-201805311610-zm3-0265-0855-12.jpeg,,,training
